[2017-07-19 14:46:35.761] [INFO] logInfo - ::ffff:127.0.0.1 -  GET /index?type=3 302 
[2017-07-19 14:46:35.780] [INFO] logInfo - ::ffff:127.0.0.1 -  GET /login 200 
[2017-07-19 14:46:35.816] [INFO] logInfo - ::ffff:127.0.0.1 -  GET /css/depei.css 304 
[2017-07-19 14:46:35.816] [INFO] logInfo - ::ffff:127.0.0.1 -  GET /css/imgValidate.css 304 
[2017-07-19 14:46:35.817] [INFO] logInfo - ::ffff:127.0.0.1 -  GET /js/jquery-2.1.4.min.js 304 
[2017-07-19 14:46:35.823] [INFO] logInfo - ::ffff:127.0.0.1 -  GET /js/imgValidate.js 304 
[2017-07-19 14:46:35.863] [INFO] logInfo - ::ffff:127.0.0.1 -  GET /images/jcsw/background.jpg 304 
[2017-07-19 14:46:35.864] [INFO] logInfo - ::ffff:127.0.0.1 -  GET /images/user.png 304 
[2017-07-19 14:46:35.866] [INFO] logInfo - ::ffff:127.0.0.1 -  GET /images/password.png 304 
[2017-07-19 14:46:37.481] [INFO] logInfo - ::ffff:127.0.0.1 -  POST /login 302 
[2017-07-19 14:46:37.488] [INFO] logInfo - ::ffff:127.0.0.1 -  GET /choice 304 
[2017-07-19 14:46:37.508] [INFO] logInfo - ::ffff:127.0.0.1 -  GET /css/depei.css 304 
[2017-07-19 14:46:37.508] [INFO] logInfo - ::ffff:127.0.0.1 -  GET /js/jquery-2.1.4.min.js 304 
[2017-07-19 14:46:37.509] [INFO] logInfo - ::ffff:127.0.0.1 -  GET /js/imgValidate.js 304 
[2017-07-19 14:46:37.516] [INFO] logInfo - ::ffff:127.0.0.1 -  GET /css/imgValidate.css 304 
[2017-07-19 14:46:37.520] [INFO] logInfo - ::ffff:127.0.0.1 -  GET /images/jcsw/login_b1.png 304 
[2017-07-19 14:46:37.528] [INFO] logInfo - ::ffff:127.0.0.1 -  GET /images/jcsw/login_b2.png 304 
[2017-07-19 14:46:37.535] [INFO] logInfo - ::ffff:127.0.0.1 -  GET /images/jcsw/login_b3.png 304 
[2017-07-19 14:46:37.598] [INFO] logInfo - ::ffff:127.0.0.1 -  GET /menu/list?seqNo=1003 304 
[2017-07-19 14:46:37.608] [INFO] logInfo - ::ffff:127.0.0.1 -  GET /images/jcsw/login.jpg 304 
[2017-07-19 14:46:38.473] [INFO] logInfo - ::ffff:127.0.0.1 -  GET /index?type=3 200 
[2017-07-19 14:46:38.488] [INFO] logInfo - ::ffff:127.0.0.1 -  GET /css/index.css 304 
[2017-07-19 14:46:38.490] [INFO] logInfo - ::ffff:127.0.0.1 -  GET /css/skins/_all-skins.css 304 
